Simbolo	Ocurrencias	Frecuencia
esx	2	4.4346e-09
esy	84	1.86253e-07
esz	134	2.97118e-07
eta	443699	0.000983814
etb	825	1.82927e-06
etc	36202	8.02707e-05
etd	16	3.54768e-08
ete	342755	0.000759991
etf	57	1.26386e-07
etg	110	2.43903e-07
eth	5682	1.25987e-05
eti	280976	0.000623008
etj	268	5.94236e-07
etk	268	5.94236e-07
etl	503	1.1153e-06
etm	364	8.07097e-07
etn	6690	1.48337e-05
eto	200591	0.00044477
etp	44	9.75612e-08
etq	3	6.6519e-09
etr	167743	0.000371937
ets	5007	1.1102e-05
ett	18195	4.03438e-05
etu	25442	5.64125e-05
etv	105	2.32817e-07
etw	470	1.04213e-06
etx	1803	3.99779e-06
ety	709	1.57207e-06
etz	3137	6.95567e-06
eua	345	7.64969e-07
eub	627	1.39025e-06
euc	3914	8.67851e-06
eud	22470	4.98227e-05
eue	429	9.51222e-07
euf	3320	7.36144e-06
eug	5747	1.27428e-05
euh	55	1.21952e-07
eui	392	8.69182e-07
euj	1	2.2173e-09
euk	131	2.90466e-07
eul	2401	5.32374e-06
eum	5113	1.13371e-05
eun	51389	0.000113945
euñ	1	2.2173e-09
euo	15	3.32595e-08
eup	239	5.29935e-07
euq	613	1.3592e-06
eur	97752	0.000216746
eus	9427	2.09025e-05
eut	23423	5.19358e-05
euu	3559	7.89137e-06
euv	679	1.50555e-06
euw	119	2.63859e-07
eux	902	2e-06
euy	80	1.77384e-07
euz	265	5.87585e-07
eva	328751	0.00072894
evb	11	2.43903e-08
evc	53	1.17517e-07
evd	11	2.43903e-08
eve	165052	0.00036597
evf	1	2.2173e-09
evg	199	4.41243e-07
evh	4	8.8692e-09
evi	240093	0.000532358
evk	7	1.55211e-08
evl	78	1.72949e-07
evm	6	1.33038e-08
evn	61	1.35255e-07
evo	214269	0.000475099
evp	7	1.55211e-08
evq	1	2.2173e-09
evr	728	1.61419e-06
evs	553	1.22617e-06
evt	43	9.53439e-08
evu	8161	1.80954e-05
evv	4	8.8692e-09
evw	3	6.6519e-09
evy	516	1.14413e-06
evz	4	8.8692e-09
ewa	1244	2.75832e-06
ewb	97	2.15078e-07
ewc	231	5.12196e-07
ewd	7	1.55211e-08
ewe	1104	2.4479e-06
ewf	14	3.10422e-08
ewg	7	1.55211e-08
ewh	65	1.44125e-07
ewi	2067	4.58316e-06
ewk	18	3.99114e-08
ewl	179	3.96897e-07
ewm	343	7.60534e-07
ewn	1	2.2173e-09
ewo	321	7.11753e-07
ewp	68	1.50776e-07
ewr	16	3.54768e-08
ews	2020	4.47895e-06
ewt	2192	4.86032e-06
ewu	38	8.42574e-08
ewv	1	2.2173e-09
eww	4	8.8692e-09
ewy	42	9.31266e-08
exa	45842	0.000101645
exb	26	5.76498e-08
exc	98213	0.000217768
exd	196	4.34591e-07
exe	5157	1.14346e-05
exf	177	3.92462e-07
exg	140	3.10422e-07
exh	13339	2.95766e-05
exi	254986	0.00056538
exj	73	1.61863e-07
exk	25	5.54325e-08
exl	119	2.63859e-07
exm	287	6.36365e-07
exn	63	1.3969e-07
exo	20978	4.65145e-05
exp	303743	0.000673489
exq	2629	5.82928e-06
exr	79	1.75167e-07
exs	191	4.23504e-07
ext	232602	0.000515748
exu	21515	4.77052e-05
exv	108	2.39468e-07
exx	130	2.88249e-07
exy	328	7.27274e-07
exz	2	4.4346e-09
eya	3131	6.94237e-06
eyb	141	3.12639e-07
eyc	129	2.86032e-07
eyd	474	1.051e-06
eye	38046	8.43594e-05
eyf	161	3.56985e-07
eyg	27	5.98671e-08
eyh	39	8.64747e-08
eyi	146	3.23726e-07
eyj	10	2.2173e-08
eyk	87	1.92905e-07
eyl	577	1.27938e-06
eym	404	8.95789e-07
eyn	2279	5.05323e-06
eyo	6501	1.44147e-05
eyp	27	5.98671e-08
eyr	1352	2.99779e-06
eys	974	2.15965e-06
eyt	396	8.78051e-07
eyu	207	4.58981e-07
eyv	191	4.23504e-07
eyw	53	1.17517e-07
eyx	1	2.2173e-09
eyy	11	2.43903e-08
eyz	185	4.10201e-07
eza	210975	0.000467795
ezb	265	5.87585e-07
ezc	34746	7.70423e-05
ezd	29	6.43017e-08
eze	2253	4.99558e-06
ezf	10	2.2173e-08
ezg	21	4.65633e-08
ezh	102	2.26165e-07
ezi	690	1.52994e-06
ezj	19	4.21287e-08
ezk	317	7.02884e-07
ezl	1066	2.36364e-06
ezm	890	1.9734e-06
ezn	665	1.4745e-06
ezo	28220	6.25722e-05
ezp	119	2.63859e-07
ezq	2371	5.25722e-06
ezr	94	2.08426e-07
ezs	8	1.77384e-08
ezt	263	5.8315e-07
ezu	13371	2.96475e-05
ezv	12	2.66076e-08
ezw	2	4.4346e-09
ezy	26	5.76498e-08
ezz	877	1.94457e-06
faa	301	6.67407e-07
fab	32168	7.13261e-05
fac	121095	0.000268504
fad	6505	1.44235e-05
fae	17390	3.85588e-05
faf	122	2.70511e-07
fag	5570	1.23504e-05
fah	403	8.93572e-07
fai	2113	4.68515e-06
faj	2185	4.8448e-06
fak	156	3.45899e-07
fal	113764	0.000252249
fam	92746	0.000205646
fan	59686	0.000132342
fañ	81	1.79601e-07
fao	403	8.93572e-07
fap	367	8.13749e-07
faq	144	3.19291e-07
far	35179	7.80024e-05
fas	40245	8.92352e-05
fat	22087	4.89735e-05
fau	6179	1.37007e-05
fav	47028	0.000104275
faw	71	1.57428e-07
fax	3252	7.21066e-06
fay	632	1.40133e-06
faz	1637	3.62972e-06
fba	15	3.32595e-08
fbb	2	4.4346e-09
fbc	14	3.10422e-08
fbe	12	2.66076e-08
fbf	120	2.66076e-07
fbi	983	2.17961e-06
fbl	3	6.6519e-09
fbm	3	6.6519e-09
fbo	6	1.33038e-08
fbp	2	4.4346e-09
fbr	7	1.55211e-08
fbs	9	1.99557e-08
fbt	11	2.43903e-08
fbu	89	1.9734e-07
fca	115	2.5499e-07
fcb	7	1.55211e-08
fcc	219	4.85589e-07
fcd	4	8.8692e-09
fce	86	1.90688e-07
fcf	18	3.99114e-08
fcg	18	3.99114e-08
fch	40	8.8692e-08
fci	29	6.43017e-08
fcj	1	2.2173e-09
fck	3	6.6519e-09
fcl	2	4.4346e-09
fcm	6	1.33038e-08
fcn	20	4.4346e-08
fco	76	1.68515e-07
fcp	2	4.4346e-09
fcr	25	5.54325e-08
fcs	25	5.54325e-08
fct	8	1.77384e-08
fcu	15	3.32595e-08
fcy	1	2.2173e-09
fda	423	9.37918e-07
fdb	4	8.8692e-09
fdc	31	6.87363e-08
fdd	22	4.87806e-08
fde	44	9.75612e-08
fdg	189	4.1907e-07
fdh	1	2.2173e-09
fdi	22	4.87806e-08
fdj	3	6.6519e-09
fdk	3	6.6519e-09
fdl	36	7.98228e-08
fdm	14	3.10422e-08
fdn	192	4.25722e-07
fdo	81	1.79601e-07
fdp	154	3.41464e-07
fdr	59	1.30821e-07
fds	4	8.8692e-09
fdt	47	1.04213e-07
fdu	14	3.10422e-08
fdx	1	2.2173e-09
fdz	2	4.4346e-09
fea	2633	5.83815e-06
feb	14939	3.31242e-05
fec	205166	0.000454915
fed	35636	7.90157e-05
fee	595	1.31929e-06
fef	323	7.16188e-07
feg	146	3.23726e-07
feh	514	1.13969e-06
fei	3969	8.80046e-06
fej	24	5.32152e-08
fek	16	3.54768e-08
fel	54611	0.000121089
fem	18895	4.18959e-05
fen	85906	0.000190479
feñ	547	1.21286e-06
feo	4859	1.07739e-05
fep	199	4.41243e-07
feq	10	2.2173e-08
fer	358655	0.000795246
fes	129830	0.000287872
fet	13281	2.9448e-05
feu	2036	4.51442e-06
fev	223	4.94458e-07
few	20	4.4346e-08
fex	68	1.50776e-07
fey	312	6.91798e-07
fez	324	7.18405e-07
ffa	1442	3.19735e-06
ffb	4	8.8692e-09
ffc	17	3.76941e-08
ffd	4	8.8692e-09
ffe	3828	8.48782e-06
fff	120	2.66076e-07
ffg	11	2.43903e-08
ffh	23	5.09979e-08
ffi	3012	6.67851e-06
ffk	19	4.21287e-08
ffl	373	8.27053e-07
ffm	491	1.08869e-06
ffn	68	1.50776e-07
ffo	814	1.80488e-06
ffp	22	4.87806e-08
ffr	776	1.72062e-06
ffs	410	9.09093e-07
fft	346	7.67186e-07
ffu	101	2.23947e-07
ffv	1	2.2173e-09
ffw	1	2.2173e-09
ffy	110	2.43903e-07
fga	2219	4.92019e-06
fgb	3	6.6519e-09
fgc	23	5.09979e-08
fgd	44	9.75612e-08
fge	21	4.65633e-08
fgf	2	4.4346e-09
fgg	1	2.2173e-09
fgh	19	4.21287e-08
fgi	3	6.6519e-09
fgl	3	6.6519e-09
fgm	10	2.2173e-08
fgn	1	2.2173e-09
fgo	40	8.8692e-08
fgp	5	1.10865e-08
fgr	48	1.0643e-07
fgs	1	2.2173e-09
fgt	4	8.8692e-09
fgu	1	2.2173e-09
fgv	3	6.6519e-09
fha	42	9.31266e-08
fhb	2	4.4346e-09
fhc	13	2.88249e-08
fhd	7	1.55211e-08
fhe	47	1.04213e-07
fhh	1	2.2173e-09
fhi	70	1.55211e-07
fhm	4	8.8692e-09
fho	12	2.66076e-08
fhp	5	1.10865e-08
fhr	2	4.4346e-09
fhs	7	1.55211e-08
fht	2	4.4346e-09
fhu	4	8.8692e-09
fhv	19	4.21287e-08
fhw	1	2.2173e-09
fhy	2	4.4346e-09
fia	92987	0.00020618
fib	6838	1.51619e-05
fic	619654	0.00137396
fid	15622	3.46387e-05
fie	91287	0.000202411
fif	1333	2.95566e-06
fig	67764	0.000150253
fih	13	2.88249e-08
fii	33	7.31709e-08
fij	28923	6.4131e-05
fik	82	1.81819e-07
fil	87072	0.000193065
fim	2571	5.70068e-06
fin	303057	0.000671968
fiñ	63	1.3969e-07
fio	8599	1.90666e-05
fip	208	4.61198e-07
fiq	4323	9.58539e-06
fir	121448	0.000269287
fis	76930	0.000170577
fit	7721	1.71198e-05
fiu	218	4.83371e-07
fiv	447	9.91133e-07
fix	2232	4.94901e-06
fiy	56	1.24169e-07
fiz	531	1.17739e-06
fja	8	1.77384e-08
fjd	2	4.4346e-09
fje	12	2.66076e-08
fji	1	2.2173e-09
fjj	6	1.33038e-08
fjo	18	3.99114e-08
fjp	71	1.57428e-07
fjr	10	2.2173e-08
fjs	1	2.2173e-09
fju	2	4.4346e-09
fjv	1	2.2173e-09
fka	693	1.53659e-06
fkb	3	6.6519e-09
fke	10	2.2173e-08
fkh	2	4.4346e-09
fki	223	4.94458e-07
fkl	8	1.77384e-08
fkm	1	2.2173e-09
fko	11	2.43903e-08
fks	1	2.2173e-09
fkt	1	2.2173e-09
fky	1	2.2173e-09
fla	31319	6.94436e-05
flb	2	4.4346e-09
flc	20	4.4346e-08
fld	10	2.2173e-08
fle	48776	0.000108151
flf	1	2.2173e-09
flg	6	1.33038e-08
flh	1	2.2173e-09
fli	22531	4.9958e-05
flk	1	2.2173e-09
fll	13	2.88249e-08
fln	126	2.7938e-07
flo	54826	0.000121566
flp	83	1.84036e-07
flq	1	2.2173e-09
flr	3	6.6519e-09
fls	9	1.99557e-08
flt	24	5.32152e-08
flu	42757	9.48051e-05
flv	1	2.2173e-09
fly	565	1.25277e-06
flz	2	4.4346e-09
fma	857	1.90023e-06
fmb	7	1.55211e-08
fmc	50	1.10865e-07
fmd	13	2.88249e-08
fme	20	4.4346e-08
fmf	86	1.90688e-07
fmg	4	8.8692e-09
fmh	1	2.2173e-09
fmi	2028	4.49668e-06
fmj	2	4.4346e-09
fml	674	1.49446e-06
fmm	6	1.33038e-08
fmn	20	4.4346e-08
fmo	36	7.98228e-08
fmp	16	3.54768e-08
fmr	10	2.2173e-08
fms	15	3.32595e-08
fmt	5	1.10865e-08
fmu	7	1.55211e-08
fmv	35	7.76055e-08
fna	167	3.70289e-07
fnb	4	8.8692e-09
fnc	62	1.37473e-07
fnd	16	3.54768e-08
fne	163	3.6142e-07
fnf	3	6.6519e-09
fnh	3	6.6519e-09
fni	93	2.06209e-07
fnj	4	8.8692e-09
fnk	1	2.2173e-09
fnl	8	1.77384e-08
fnm	32	7.09536e-08
fnn	4	8.8692e-09
fno	116	2.57207e-07
fnp	2	4.4346e-09
fnr	7	1.55211e-08
fns	6	1.33038e-08
fnt	42	9.31266e-08
fnu	49	1.08648e-07
fnv	3	6.6519e-09
fñe	1	2.2173e-09
fñi	1	2.2173e-09
foa	128	2.83814e-07
fob	2183	4.84037e-06
foc	11217	2.48715e-05
fod	357	7.91576e-07
foe	283	6.27496e-07
fof	301	6.67407e-07
fog	3205	7.10645e-06
foh	15	3.32595e-08
foi	943	2.09091e-06
foj	134	2.97118e-07
fok	72	1.59646e-07
fol	14087	3.12351e-05
fom	10175	2.2561e-05
fon	103269	0.000228978
foñ	6	1.33038e-08
foo	699	1.54989e-06
fop	220	4.87806e-07
foq	5115	1.13415e-05
for	513563	0.00113872
fos	20195	4.47784e-05
fot	40170	8.90689e-05
fou	2442	5.41465e-06
fov	182	4.03549e-07
fow	118	2.61641e-07
fox	2135	4.73394e-06
foy	116	2.57207e-07
foz	125	2.77163e-07
fpa	48	1.0643e-07
fpb	2	4.4346e-09
fpc	7	1.55211e-08
fpd	25	5.54325e-08
fpe	8	1.77384e-08
fpf	27	5.98671e-08
fpg	4	8.8692e-09
fph	3	6.6519e-09
fpi	25	5.54325e-08
fpj	3	6.6519e-09
fpk	1	2.2173e-09
fpl	87	1.92905e-07
fpm	106	2.35034e-07
fpn	19	4.21287e-08
fpo	8	1.77384e-08
fpp	13	2.88249e-08
fpr	102	2.26165e-07
fps	43	9.53439e-08
fpt	1	2.2173e-09
fpu	6	1.33038e-08
fpv	3	6.6519e-09
fqh	2	4.4346e-09
fqm	4	8.8692e-09
fqu	22	4.87806e-08
fra	220692	0.00048934
frb	5	1.10865e-08
frc	16	3.54768e-08
frd	3	6.6519e-09
fre	228997	0.000507755
frf	5	1.10865e-08
frg	153	3.39247e-07
frh	1	2.2173e-09
fri	83582	0.000185326
frj	1	2.2173e-09
frl	3	6.6519e-09
frm	12	2.66076e-08
frn	6	1.33038e-08
fro	32933	7.30223e-05
frp	3	6.6519e-09
frr	19	4.21287e-08
frs	8	1.77384e-08
frt	7	1.55211e-08
fru	39761	8.81621e-05
frw	1	2.2173e-09
fry	236	5.23283e-07
fsa	122	2.70511e-07
fsb	67	1.48559e-07
fsc	92	2.03992e-07
fsd	13	2.88249e-08
fse	85	1.88471e-07
fsf	4	8.8692e-09
fsh	182	4.03549e-07
fsi	86	1.90688e-07
fsj	1	2.2173e-09
fsk	119	2.63859e-07
fsl	865	1.91796e-06
fsm	215	4.7672e-07
fsn	4	8.8692e-09
fso	63	1.3969e-07
fsp	68	1.50776e-07
fsr	2	4.4346e-09
fss	53	1.17517e-07
fst	89	1.9734e-07
fsu	26	5.76498e-08
fsv	19	4.21287e-08
fsw	5	1.10865e-08
fsy	5	1.10865e-08
fta	1708	3.78715e-06
ftb	135	2.99336e-07
ftc	35	7.76055e-08
ftd	1	2.2173e-09
fte	1008	2.23504e-06
ftf	5	1.10865e-08
ftg	4	8.8692e-09
fth	173	3.83593e-07
fti	229	5.07762e-07
ftk	12	2.66076e-08
ftl	28	6.20844e-08
ftm	13	2.88249e-08
ftn	3	6.6519e-09
fto	434	9.62308e-07
ftp	106	2.35034e-07
ftr	34	7.53882e-08
fts	108	2.39468e-07
ftt	28	6.20844e-08
ftu	21	4.65633e-08
ftv	1	2.2173e-09
ftw	2301	5.10201e-06
fty	59	1.30821e-07
ftz	22	4.87806e-08
fua	177	3.92462e-07
fub	27	5.98671e-08
fuc	811	1.79823e-06
fud	122	2.70511e-07
fue	546126	0.00121093
fuf	39	8.64747e-08
fug	20519	4.54968e-05
fuh	33	7.31709e-08
fui	13413	2.97406e-05
fuj	3176	7.04214e-06
fuk	137	3.0377e-07
ful	5712	1.26652e-05
fum	14566	3.22972e-05
fun	207796	0.000460746
fuñ	292	6.47452e-07
fuo	20	4.4346e-08
fup	20	4.4346e-08
fuq	9	1.99557e-08
fur	11880	2.63415e-05
fus	34760	7.70733e-05
fut	59085	0.000131009
fuu	12	2.66076e-08
fuv	7	1.55211e-08
fux	15	3.32595e-08
fuy	14	3.10422e-08
fuz	90	1.99557e-07
fva	4	8.8692e-09
fvb	3	6.6519e-09
fvc	5	1.10865e-08
fvd	1	2.2173e-09
fve	13	2.88249e-08
fvf	24	5.32152e-08
fvh	12	2.66076e-08
fvi	7	1.55211e-08
fvm	2	4.4346e-09
fvn	2	4.4346e-09
fvo	2	4.4346e-09
fvp	13	2.88249e-08
fvr	2	4.4346e-09
fvs	1	2.2173e-09
fwa	17	3.76941e-08
fwd	2	4.4346e-09
fwe	5	1.10865e-08
fwf	1	2.2173e-09
fwi	3	6.6519e-09
fwm	1	2.2173e-09
fws	3	6.6519e-09
fwu	4	8.8692e-09
fxb	1	2.2173e-09
fxp	1	2.2173e-09
fxt	4	8.8692e-09
fya	4	8.8692e-09
fyb	10	2.2173e-08
fyc	20	4.4346e-08
fyd	11	2.43903e-08
fye	1	2.2173e-09
fyf	7	1.55211e-08
fyg	1	2.2173e-09
fyh	2	4.4346e-09
fyi	4	8.8692e-09
fyl	3	6.6519e-09
fyn	6	1.33038e-08
fyo	6	1.33038e-08
fyr	3	6.6519e-09
fys	2	4.4346e-09
fyt	4	8.8692e-09
fyv	3	6.6519e-09
fza	6	1.33038e-08
fzc	1	2.2173e-09
fze	11	2.43903e-08
fzi	1	2.2173e-09
fzk	1	2.2173e-09
fzl	10	2.2173e-08
fzq	1	2.2173e-09
fzu	2	4.4346e-09
gaa	585	1.29712e-06
gab	48492	0.000107521
gac	72175	0.000160034
gad	227220	0.000503815
gae	951	2.10865e-06
gaf	3138	6.95789e-06
gag	775	1.71841e-06
gah	154	3.41464e-07
gai	3299	7.31487e-06
gaj	3522	7.80933e-06
gak	84	1.86253e-07
gal	121691	0.000269825
gam	34862	7.72995e-05
gan	311069	0.000689733
gañ	12274	2.72151e-05
gao	672	1.49003e-06
gap	1616	3.58316e-06
gaq	6	1.33038e-08
gar	387303	0.000858767
gas	119646	0.000265291
gat	41295	9.15634e-05
gau	3601	7.9845e-06
gav	3506	7.77385e-06
gaw	157	3.48116e-07
gax	20	4.4346e-08
gay	2378	5.27274e-06
gaz	10026	2.22307e-05
gba	156	3.45899e-07
gbb	3	6.6519e-09
gbc	3	6.6519e-09
gbd	29	6.43017e-08
gbe	192	4.25722e-07
gbg	1	2.2173e-09
gbi	82	1.81819e-07
gbj	1	2.2173e-09
gbl	27	5.98671e-08
gbm	46	1.01996e-07
gbn	1	2.2173e-09
gbo	108	2.39468e-07
gbp	12	2.66076e-08
gbr	68	1.50776e-07
gbs	6	1.33038e-08
gbt	7	1.55211e-08
gbu	29	6.43017e-08
gby	532	1.1796e-06
gca	111	2.4612e-07
gcb	2	4.4346e-09
gcc	8	1.77384e-08
gcd	2	4.4346e-09
gce	110	2.43903e-07
gcf	6	1.33038e-08
gcg	8	1.77384e-08
gch	74	1.6408e-07
gci	22	4.87806e-08
gck	1	2.2173e-09
gcl	12	2.66076e-08
gcm	2	4.4346e-09
gcn	5	1.10865e-08
gco	60	1.33038e-07
gcp	40	8.8692e-08
gcr	2	4.4346e-09
gcs	19	4.21287e-08
gct	7	1.55211e-08
gcu	8	1.77384e-08
gcv	2	4.4346e-09
gcy	1	2.2173e-09
gda	4097	9.08428e-06
gdb	1	2.2173e-09
gdc	1	2.2173e-09
gde	126	2.7938e-07
gdf	36	7.98228e-08
gdg	1	2.2173e-09
gdh	4	8.8692e-09
gdi	95	2.10644e-07
gdk	3	6.6519e-09
gdl	9	1.99557e-08
gdm	2	4.4346e-09
gdn	9	1.99557e-08
gdo	182	4.03549e-07
gdp	12	2.66076e-08
gdr	73	1.61863e-07
gds	29	6.43017e-08
gdt	7	1.55211e-08
gdu	22	4.87806e-08
gdw	1	2.2173e-09
gdy	10	2.2173e-08
gdz	1	2.2173e-09
gea	965	2.13969e-06
geb	783	1.73615e-06
gec	1030	2.28382e-06
ged	6390	1.41685e-05
gee	377	8.35922e-07
gef	171	3.79158e-07
geg	66	1.46342e-07
geh	310	6.87363e-07
gei	741	1.64302e-06
gej	2	4.4346e-09
gek	15	3.32595e-08
gel	51324	0.000113801
gem	8994	1.99424e-05
gen	603902	0.00133903
geñ	222	4.92241e-07
geo	32830	7.2794e-05
gep	208	4.61198e-07
geq	1	2.2173e-09
ger	87747	0.000194561
ges	61562	0.000136501
get	20352	4.51265e-05
geu	121	2.68293e-07
gev	561	1.24391e-06
gew	294	6.51886e-07
gex	21	4.65633e-08
gey	175	3.88028e-07
gez	54	1.19734e-07
gfa	56	1.24169e-07
gfb	8	1.77384e-08
gfc	9	1.99557e-08
gfd	2	4.4346e-09
gfe	28	6.20844e-08
gff	2	4.4346e-09
gfg	2	4.4346e-09
gfi	70	1.55211e-07
gfk	5	1.10865e-08
gfl	9	1.99557e-08
gfn	2	4.4346e-09
gfo	56	1.24169e-07
gfp	1	2.2173e-09
gfr	344	7.62751e-07
gfs	3	6.6519e-09
gfu	10	2.2173e-08
gfz	1	2.2173e-09
gga	372	8.24836e-07
ggb	3	6.6519e-09
ggc	8	1.77384e-08
ggd	13	2.88249e-08
gge	2596	5.75611e-06
ggf	2	4.4346e-09
ggg	140	3.10422e-07
ggh	10	2.2173e-08
ggi	2983	6.61421e-06
ggj	1	2.2173e-09
ggl	105	2.32817e-07
ggm	7	1.55211e-08
ggn	4	8.8692e-09
ggo	64	1.41907e-07
ggp	2	4.4346e-09
ggq	2	4.4346e-09
ggr	77	1.70732e-07
ggs	280	6.20844e-07
ggt	64	1.41907e-07
ggu	85	1.88471e-07
ggw	2	4.4346e-09
ggy	315	6.9845e-07
gha	2513	5.57207e-06
ghb	69	1.52994e-07
ghc	1	2.2173e-09
ghd	14	3.10422e-08
ghe	1610	3.56985e-06
ghf	7	1.55211e-08
ghg	20	4.4346e-08
ghh	13	2.88249e-08
ghi	1161	2.57429e-06
ghj	3	6.6519e-09
ghk	7	1.55211e-08
ghl	207	4.58981e-07
ghm	12	2.66076e-08
ghn	99	2.19513e-07
gho	346	7.67186e-07
ghp	9	1.99557e-08
ghq	4	8.8692e-09
ghr	62	1.37473e-07
ghs	213	4.72285e-07
ght	4154	9.21066e-06
ghu	91	2.01774e-07
ghw	61	1.35255e-07
ghy	13	2.88249e-08
ghz	229	5.07762e-07
gia	153317	0.00033995
gib	7182	1.59246e-05
gic	118628	0.000263034
gid	66257	0.000146912
gie	26103	5.78782e-05
gif	444	9.84481e-07
gig	8940	1.98227e-05
gih	14	3.10422e-08
gii	51	1.13082e-07
gij	1533	3.39912e-06
gik	24	5.32152e-08
gil	31319	6.94436e-05
gim	31070	6.88915e-05
gin	101289	0.000224588
giñ	11	2.43903e-08
gio	144231	0.000319803
gip	5767	1.27872e-05
giq	75	1.66298e-07
gir	51065	0.000113226
gis	64190	0.000142328
git	31653	7.01842e-05
giu	1655	3.66963e-06
giv	916	2.03105e-06
giw	5	1.10865e-08
gix	5	1.10865e-08
giy	33	7.31709e-08
giz	519	1.15078e-06
gja	17	3.76941e-08
gjd	44	9.75612e-08
gje	18	3.99114e-08
gjh	1	2.2173e-09
gji	49	1.08648e-07
gjk	1	2.2173e-09
gjm	1	2.2173e-09
gjo	18	3.99114e-08
gjs	1	2.2173e-09
gjt	1	2.2173e-09
gju	21	4.65633e-08
gka	39	8.64747e-08
gke	20	4.4346e-08
gkh	2	4.4346e-09
gki	128	2.83814e-07
gkj	1	2.2173e-09
gkm	1	2.2173e-09
gkn	1	2.2173e-09
gko	393	8.71399e-07
gkr	17	3.76941e-08
gks	1	2.2173e-09
gku	13	2.88249e-08
gkv	1	2.2173e-09
gkw	2	4.4346e-09
gky	2	4.4346e-09
gla	44548	9.87763e-05
glb	2	4.4346e-09
glc	52	1.153e-07
gld	2	4.4346e-09
gle	46575	0.000103271
glf	1	2.2173e-09
glg	1	2.2173e-09
glh	1	2.2173e-09
gli	8130	1.80266e-05
glj	2	4.4346e-09
gll	6	1.33038e-08
glm	4	8.8692e-09
gln	5	1.10865e-08
glo	91035	0.000201852
glp	178	3.94679e-07
glr	2	4.4346e-09
gls	11	2.43903e-08
glt	1	2.2173e-09
glu	6853	1.51952e-05
glv	2	4.4346e-09
glx	10	2.2173e-08
gly	177	3.92462e-07
glz	1	2.2173e-09
gma	13455	2.98338e-05
gmb	27	5.98671e-08
gmc	31	6.87363e-08
gmd	6	1.33038e-08
gme	10865	2.4091e-05
gmf	1	2.2173e-09
gmg	12	2.66076e-08
gmh	2	4.4346e-09
gmi	97	2.15078e-07
gml	9	1.99557e-08
gmm	5	1.10865e-08
gmn	2	4.4346e-09
gmo	222	4.92241e-07
gmp	32	7.09536e-08
gmr	2	4.4346e-09
gms	40	8.8692e-08
gmt	280	6.20844e-07
gmu	618	1.37029e-06
gmv	4	8.8692e-09
gmy	2	4.4346e-09
gna	53838	0.000119375
gnb	2	4.4346e-09
gnc	5	1.10865e-08
gne	11067	2.45389e-05
gnf	3	6.6519e-09
gng	2	4.4346e-09
gnh	1	2.2173e-09
gni	73216	0.000162342
gnj	1	2.2173e-09
gnl	9	1.99557e-08
gnm	4	8.8692e-09
gnn	4	8.8692e-09
gno	48370	0.000107251
gnp	11	2.43903e-08
gnr	73	1.61863e-07
gns	12	2.66076e-08
gnt	11	2.43903e-08
gnu	748	1.65854e-06
gnv	15	3.32595e-08
gnx	1	2.2173e-09
gny	310	6.87363e-07
gña	15	3.32595e-08
gñe	10	2.2173e-08
gñi	4	8.8692e-09
gño	5	1.10865e-08
goa	686	1.52107e-06
gob	151138	0.000335118
goc	47272	0.000104816
god	7263	1.61043e-05
goe	1875	4.15744e-06
gof	258	5.72063e-07
gog	5759	1.27694e-05
goh	47	1.04213e-07
goi	3764	8.34592e-06
goj	893	1.98005e-06
gok	36	7.98228e-08
gol	56949	0.000126273
gom	17066	3.78404e-05
gon	88903	0.000197125
goñ	1423	3.15522e-06
goo	1327	2.94236e-06
gop	619	1.37251e-06
goq	11	2.43903e-08
gor	58755	0.000130277
gos	141012	0.000312666
got	28782	6.38183e-05
gou	1842	4.08427e-06
gov	3805	8.43683e-06
gow	350	7.76055e-07
gox	23	5.09979e-08
goy	4751	1.05344e-05
goz	15587	3.45611e-05
gpa	29	6.43017e-08
gpc	21	4.65633e-08
gpd	3	6.6519e-09
gpe	25	5.54325e-08
gpg	7	1.55211e-08
gph	3	6.6519e-09
gpi	23	5.09979e-08
gpj	637	1.41242e-06
gpl	14	3.10422e-08
gpm	2	4.4346e-09
gpn	11	2.43903e-08
gpo	32	7.09536e-08
gpp	17	3.76941e-08
gpq	7	1.55211e-08
gpr	33	7.31709e-08
gps	94	2.08426e-07
gpt	29	6.43017e-08
gpu	12	2.66076e-08
gpv	4	8.8692e-09
gpw	6	1.33038e-08
gpy	8	1.77384e-08
gpz	1	2.2173e-09
gqa	2	4.4346e-09
gqb	1	2.2173e-09
gqc	1	2.2173e-09
gqi	7	1.55211e-08
gqu	3	6.6519e-09
gqv	2	4.4346e-09
gra	688834	0.00152735
grb	24	5.32152e-08
grc	7	1.55211e-08
grd	4	8.8692e-09
gre	215116	0.000476977
grf	8	1.77384e-08
grg	8	1.77384e-08
grh	3	6.6519e-09
gri	97414	0.000215996
grk	1	2.2173e-09
grl	3	6.6519e-09
grm	27	5.98671e-08
grn	13	2.88249e-08
gro	94584	0.000209721
grp	39	8.64747e-08
grq	2	4.4346e-09
grr	80	1.77384e-07
grs	959	2.12639e-06
grt	1	2.2173e-09
gru	116926	0.00025926
grw	2	4.4346e-09
gry	71	1.57428e-07
grz	13	2.88249e-08
gsa	108	2.39468e-07
gsb	174	3.8581e-07
gsc	16	3.54768e-08
gsd	25	5.54325e-08
gse	490	1.08648e-06
gsf	8	1.77384e-08
gsg	20	4.4346e-08
